Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/06/2020
Code Year    ARDY   Cohort        ASFR
CAN  1988     30     1958      0.10863
CAN  1988     31     1957      0.09521
CAN  1988     32     1956      0.08101
CAN  1988     33     1955      0.06741
CAN  1988     34     1954      0.05552
CAN  1988     35     1953      0.04528
CAN  1988     36     1952      0.03606
CAN  1988     37     1951      0.02688
CAN  1988     38     1950      0.01910
CAN  1988     39     1949      0.01345
CAN  1988     40     1948      0.00922
CAN  1988     41     1947      0.00596
CAN  1988     42     1946      0.00349
CAN  1988     43     1945      0.00198
CAN  1988     44     1944      0.00117
CAN  1988     45     1943      0.00061
CAN  1988     46     1942      0.00026
CAN  1988     47     1941      0.00012
CAN  1988     48     1940      0.00007
CAN  1988     49     1939      0.00002
CAN  1988     50     1938      0.00001
CAN  1988     51     1937      0.00000
CAN  1988     52     1936      0.00000
CAN  1988     53     1935      0.00000
CAN  1988     54     1934      0.00000
CAN  1988     55+    1933-     0.00000
CAN  1989     12-    1977+     0.00000
CAN  1989     13     1976      0.00002
CAN  1989     14     1975      0.00043
CAN  1989     15     1974      0.00264
CAN  1989     16     1973      0.00789
CAN  1989     17     1972      0.01725
CAN  1989     18     1971      0.02879
CAN  1989     19     1970      0.04014
CAN  1989     20     1969      0.05198
CAN  1989     21     1968      0.06216
CAN  1989     22     1967      0.07193
CAN  1989     23     1966      0.08307
CAN  1989     24     1965      0.09472
CAN  1989     25     1964      0.10797
CAN  1989     26     1963      0.11847
CAN  1989     27     1962      0.12401
CAN  1989     28     1961      0.12541
CAN  1989     29     1960      0.12135
CAN  1989     30     1959      0.11248
CAN  1989     31     1958      0.10014
CAN  1989     32     1957      0.08601
CAN  1989     33     1956      0.07183
CAN  1989     34     1955      0.05865
CAN  1989     35     1954      0.04688
CAN  1989     36     1953      0.03694
CAN  1989     37     1952      0.02815
CAN  1989     38     1951      0.02055
CAN  1989     39     1950      0.01476
CAN  1989     40     1949      0.00990
CAN  1989     41     1948      0.00611
CAN  1989     42     1947      0.00376
CAN  1989     43     1946      0.00223
CAN  1989     44     1945      0.00118
CAN  1989     45     1944      0.00056
CAN  1989     46     1943      0.00024
CAN  1989     47     1942      0.00010
CAN  1989     48     1941      0.00006
CAN  1989     49     1940      0.00001
CAN  1989     50     1939      0.00000
CAN  1989     51     1938      0.00000
CAN  1989     52     1937      0.00000
CAN  1989     53     1936      0.00000
CAN  1989     54     1935      0.00000
CAN  1989     55+    1934-     0.00000
CAN  1990     12-    1978+     0.00000
CAN  1990     13     1977      0.00002
CAN  1990     14     1976      0.00048
CAN  1990     15     1975      0.00278
CAN  1990     16     1974      0.00843
CAN  1990     17     1973      0.01864
CAN  1990     18     1972      0.02993
CAN  1990     19     1971      0.04127
CAN  1990     20     1970      0.05245
CAN  1990     21     1969      0.06290
CAN  1990     22     1968      0.07300
CAN  1990     23     1967      0.08505
CAN  1990     24     1966      0.09710
CAN  1990     25     1965      0.10953
CAN  1990     26     1964      0.12129
CAN  1990     27     1963      0.12743
CAN  1990     28     1962      0.12819
CAN  1990     29     1961      0.12487
CAN  1990     30     1960      0.11811
CAN  1990     31     1959      0.10575
CAN  1990     32     1958      0.08995
CAN  1990     33     1957      0.07467
CAN  1990     34     1956      0.06138
CAN  1990     35     1955      0.05002
CAN  1990     36     1954      0.03938
CAN  1990     37     1953      0.02987
CAN  1990     38     1952      0.02207
CAN  1990     39     1951      0.01565
CAN  1990     40     1950      0.01038
CAN  1990     41     1949      0.00653
CAN  1990     42     1948      0.00409
CAN  1990     43     1947      0.00228
CAN  1990     44     1946      0.00113
CAN  1990     45     1945      0.00053
CAN  1990     46     1944      0.00024
CAN  1990     47     1943      0.00009
CAN  1990     48     1942      0.00006
CAN  1990     49     1941      0.00002
CAN  1990     50     1940      0.00000
CAN  1990     51     1939      0.00000
CAN  1990     52     1938      0.00000
CAN  1990     53     1937      0.00000
CAN  1990     54     1936      0.00000
CAN  1990     55+    1935-     0.00000
CAN  1991     12-    1979+     0.00000
CAN  1991     13     1978      0.00002
CAN  1991     14     1977      0.00053
CAN  1991     15     1976      0.00306
CAN  1991     16     1975      0.00874
CAN  1991     17     1974      0.01918
CAN  1991     18     1973      0.03158
CAN  1991     19     1972      0.04270
CAN  1991     20     1971      0.05340
CAN  1991     21     1970      0.06295
CAN  1991     22     1969      0.07206
CAN  1991     23     1968      0.08299
CAN  1991     24     1967      0.09575
CAN  1991     25     1966      0.10858
CAN  1991     26     1965      0.11865
CAN  1991     27     1964      0.12500
CAN  1991     28     1963      0.12695
CAN  1991     29     1962      0.12271
CAN  1991     30     1961      0.11587
CAN  1991     31     1960      0.10577
CAN  1991     32     1959      0.09131
CAN  1991     33     1958      0.07639
CAN  1991     34     1957      0.06284
CAN  1991     35     1956      0.05136
CAN  1991     36     1955      0.04093
CAN  1991     37     1954      0.03041
CAN  1991     38     1953      0.02205
CAN  1991     39     1952      0.01605
CAN  1991     40     1951      0.01084
CAN  1991     41     1950      0.00690
CAN  1991     42     1949      0.00400
CAN  1991     43     1948      0.00227
CAN  1991     44     1947      0.00120
CAN  1991     45     1946      0.00059
CAN  1991     46     1945      0.00033
CAN  1991     47     1944      0.00014
CAN  1991     48     1943      0.00006
CAN  1991     49     1942      0.00001
CAN  1991     50     1941      0.00000
CAN  1991     51     1940      0.00000
CAN  1991     52     1939      0.00000
CAN  1991     53     1938      0.00000
CAN  1991     54     1937      0.00000
CAN  1991     55+    1936-     0.00000
CAN  1992     12-    1980+     0.00000
CAN  1992     13     1979      0.00002
CAN  1992     14     1978      0.00051
CAN  1992     15     1977      0.00302
CAN  1992     16     1976      0.00889
CAN  1992     17     1975      0.01921
CAN  1992     18     1974      0.03095
CAN  1992     19     1973      0.04217
CAN  1992     20     1972      0.05196
CAN  1992     21     1971      0.06057
CAN  1992     22     1970      0.06989
CAN  1992     23     1969      0.08084
CAN  1992     24     1968      0.09295
CAN  1992     25     1967      0.10546
CAN  1992     26     1966      0.11583
CAN  1992     27     1965      0.12318
CAN  1992     28     1964      0.12734
CAN  1992     29     1963      0.12457
CAN  1992     30     1962      0.11752
CAN  1992     31     1961      0.10665
CAN  1992     32     1960      0.09281
CAN  1992     33     1959      0.07889
CAN  1992     34     1958      0.06526
CAN  1992     35     1957      0.05270
CAN  1992     36     1956      0.04120
CAN  1992     37     1955      0.03130
CAN  1992     38     1954      0.02288
CAN  1992     39     1953      0.01663
CAN  1992     40     1952      0.01150
CAN  1992     41     1951      0.00722
CAN  1992     42     1950      0.00449
CAN  1992     43     1949      0.00263
CAN  1992     44     1948      0.00126
CAN  1992     45     1947      0.00054
CAN  1992     46     1946      0.00019
CAN  1992     47     1945      0.00007
CAN  1992     48     1944      0.00005
CAN  1992     49     1943      0.00002
CAN  1992     50     1942      0.00001
CAN  1992     51     1941      0.00001
CAN  1992     52     1940      0.00001
CAN  1992     53     1939      0.00000
CAN  1992     54     1938      0.00000
CAN  1992     55+    1937-     0.00000
CAN  1993     12-    1981+     0.00000
CAN  1993     13     1980      0.00002
CAN  1993     14     1979      0.00049
CAN  1993     15     1978      0.00283
CAN  1993     16     1977      0.00858
CAN  1993     17     1976      0.01880
CAN  1993     18     1975      0.02980
CAN  1993     19     1974      0.04104
CAN  1993     20     1973      0.05202
CAN  1993     21     1972      0.06070
CAN  1993     22     1971      0.06857
CAN  1993     23     1970      0.07822
CAN  1993     24     1969      0.08908
CAN  1993     25     1968      0.09992
CAN  1993     26     1967      0.11035
CAN  1993     27     1966      0.11849
CAN  1993     28     1965      0.12293
CAN  1993     29     1964      0.12225
CAN  1993     30     1963      0.11609
CAN  1993     31     1962      0.10598
CAN  1993     32     1961      0.09333
CAN  1993     33     1960      0.07929
CAN  1993     34     1959      0.06565
CAN  1993     35     1958      0.05389
CAN  1993     36     1957      0.04268
CAN  1993     37     1956      0.03194
CAN  1993     38     1955      0.02376
CAN  1993     39     1954      0.01694
CAN  1993     40     1953      0.01136
CAN  1993     41     1952      0.00748
CAN  1993     42     1951      0.00473
CAN  1993     43     1950      0.00266
CAN  1993     44     1949      0.00144
CAN  1993     45     1948      0.00065
CAN  1993     46     1947      0.00026
CAN  1993     47     1946      0.00014
CAN  1993     48     1945      0.00006
CAN  1993     49     1944      0.00003
CAN  1993     50     1943      0.00002
CAN  1993     51     1942      0.00001
CAN  1993     52     1941      0.00001
CAN  1993     53     1940      0.00001
CAN  1993     54     1939      0.00000
CAN  1993     55+    1938-     0.00000
CAN  1994     12-    1982+     0.00000
CAN  1994     13     1981      0.00002
CAN  1994     14     1980      0.00047
CAN  1994     15     1979      0.00280
CAN  1994     16     1978      0.00838
CAN  1994     17     1977      0.01854
CAN  1994     18     1976      0.02961
CAN  1994     19     1975      0.04121
CAN  1994     20     1974      0.05251
CAN  1994     21     1973      0.06048
CAN  1994     22     1972      0.06930
CAN  1994     23     1971      0.07707
CAN  1994     24     1970      0.08581
CAN  1994     25     1969      0.09818
CAN  1994     26     1968      0.10943
CAN  1994     27     1967      0.11717
CAN  1994     28     1966      0.12153
CAN  1994     29     1965      0.12229
CAN  1994     30     1964      0.11732
CAN  1994     31     1963      0.10673
CAN  1994     32     1962      0.09342
CAN  1994     33     1961      0.08058
CAN  1994     34     1960      0.06828
CAN  1994     35     1959      0.05547
CAN  1994     36     1958      0.04381
CAN  1994     37     1957      0.03315
CAN  1994     38     1956      0.02421
CAN  1994     39     1955      0.01748
CAN  1994     40     1954      0.01221
CAN  1994     41     1953      0.00802
CAN  1994     42     1952      0.00477
CAN  1994     43     1951      0.00268
CAN  1994     44     1950      0.00152
CAN  1994     45     1949      0.00069
CAN  1994     46     1948      0.00027
CAN  1994     47     1947      0.00009
CAN  1994     48     1946      0.00003
CAN  1994     49     1945      0.00001
CAN  1994     50     1944      0.00001
CAN  1994     51     1943      0.00003
CAN  1994     52     1942      0.00003
CAN  1994     53     1941      0.00002
CAN  1994     54     1940      0.00001
CAN  1994     55+    1939-     0.00000
CAN  1995     12-    1983+     0.00000
CAN  1995     13     1982      0.00002
CAN  1995     14     1981      0.00044
CAN  1995     15     1980      0.00270
CAN  1995     16     1979      0.00841
CAN  1995     17     1978      0.01819
CAN  1995     18     1977      0.02900
CAN  1995     19     1976      0.04040
CAN  1995     20     1975      0.05105
CAN  1995     21     1974      0.05955
CAN  1995     22     1973      0.06789
CAN  1995     23     1972      0.07605
CAN  1995     24     1971      0.08379
CAN  1995     25     1970      0.09511
CAN  1995     26     1969      0.10547
CAN  1995     27     1968      0.11297
CAN  1995     28     1967      0.11931
CAN  1995     29     1966      0.11842
CAN  1995     30     1965      0.11468
CAN  1995     31     1964      0.10816
CAN  1995     32     1963      0.09673
